date,ticker,gap_pct
2024-03-05,AISP,100.0
2024-03-05,PAVMZ,37.22222222222223
2024-03-05,RGNX,32.77153558052434
2024-03-05,PHUN,28.84770346494762
2024-03-05,FBLG,27.61276127612761
2024-03-05,DAVE,25.022831050228312
2024-03-05,CASI,21.927236971484763
2024-03-05,PAY,19.02140672782874
2024-03-05,PHXM,17.599999999999998
2024-03-05,ATHE,15.028901734104046
2024-03-05,DSP,14.379084967320265
2024-03-05,MI,11.647509578544057
2024-03-05,PIK,10.901408450704226
2024-03-05,VVX,10.843685300207033
2024-03-05,GGE,10.422535211267613
2024-03-05,ORGS,10.182529335071717
2024-03-05,UG,10.159851301115248
2024-03-05,COCH,10.000000000000012
2024-03-05,PPTA,10.000000000000002
2024-03-05,XRTX,9.883720930232553
2024-03-06,APM,126.18440107578787
2024-03-06,AISP,80.40404040404039
2024-03-06,NKGN,45.011600928074245
2024-03-06,MEDS,39.977670800369744
2024-03-06,JTAIZ,27.450980392156865
2024-03-06,EVA,25.792954514779325
2024-03-06,IFBD,25.430210325047785
2024-03-06,WISA,25.221238938053098
2024-03-06,HIPO,24.343015214384504
2024-03-06,DADA,23.350253807106608
2024-03-06,VSTE,23.287671232876722
2024-03-06,HYMCL,22.880597014925367
2024-03-06,NCNC,19.807692307692314
2024-03-06,ALNT,16.666666666666664
2024-03-06,STRC,16.4179104477612
2024-03-06,BTFX,16.068424004486833
2024-03-06,JD,15.904850746268655
2024-03-06,BASE,15.687732342007447
2024-03-06,ZJYL,15.505617977528077
2024-03-06,YS,15.427631578947368
2024-03-07,LYT,311.94805194805195
2024-03-07,BREA,116.66666666666666
2024-03-07,IMRN,104.23004666383858
2024-03-07,CELZ,67.43697478991596
2024-03-07,HNST,33.65079365079365
2024-03-07,RSI,32.838589981447136
2024-03-07,CMPO,27.4468085106383
2024-03-07,IPA,27.2151898734177
2024-03-07,YEXT,25.67114093959732
2024-03-07,OSPN,25.260960334029225
2024-03-07,MNMD,24.915824915824906
2024-03-07,QSG,24.342105263157887
2024-03-07,LANV,24.137931034482772
2024-03-07,AEYE,21.21212121212122
2024-03-07,EHAB,19.974554707379127
2024-03-07,GROM,18.638784257695796
2024-03-07,RTO,18.632416787264827
2024-03-07,FLYX,18.333333333333332
2024-03-07,SASI,17.032832264620342
2024-03-07,SDPI,16.77071509648127
2024-03-08,AIMD,150.00000000000003
2024-03-08,ZXZZT,139.33174224343676
2024-03-08,SGD,124.58572339069474
2024-03-08,MIRA,41.06748078745132
2024-03-08,DDI,35.665529010238906
2024-03-08,CSSEL,28.378378378378372
2024-03-08,PRCH,25.401929260450164
2024-03-08,WLDN,22.670025188916874
2024-03-08,SGBX,22.5124855935459
2024-03-08,CELGr,19.799999999999997
2024-03-08,GRFS,17.825311942959
2024-03-08,DXYN,17.592592592592588
2024-03-08,FNKO,16.304347826086953
2024-03-08,ZWZZT,15.555555555555555
2024-03-08,MTC,15.384615384615389
2024-03-08,ODVWZ,15.362430301865022
2024-03-08,AIRE,14.399999999999997
2024-03-08,NCNC,13.47331583552057
2024-03-08,VLD,12.669836956521744
2024-03-08,QNRX,12.614505420623571
2024-03-11,PIK,234.81481481481475
2024-03-11,DUO,83.48623853211011
2024-03-11,SCX,59.07258064516129
2024-03-11,HYMCL,36.51685393258426
2024-03-11,UMAC,36.00000000000001
2024-03-11,SWIN,20.106951871657746
2024-03-11,GDS,18.408736349453974
2024-03-11,MGLD,17.821782178217816
2024-03-11,MIGI,17.751479289940832
2024-03-11,ZJZZT,17.647058823529413
2024-03-11,SGN,17.228915662650593
2024-03-11,MESO,16.279069767441865
2024-03-11,ALLG,14.583333333333348
2024-03-11,AMPY,14.174757281553388
2024-03-11,LMFA,13.821700069108495
2024-03-11,ANL,13.46405228758169
2024-03-11,APRE,13.323983169705473
2024-03-11,TTNP,13.165266106442584
2024-03-11,SGD,12.895850973751056
2024-03-11,ODVWZ,12.85714285714287
2024-03-12,CLRO,84.46923671711036
2024-03-12,RGLS,68.84057971014495
2024-03-12,IONM,52.49266862170088
2024-03-12,NUKK,46.08695652173914
2024-03-12,RERE,31.092436974789926
2024-03-12,SGLY,29.35483870967741
2024-03-12,LICY,28.197456993268506
2024-03-12,PACK,28.146453089244837
2024-03-12,JTAIZ,26.315789473684216
2024-03-12,HRTG,23.776223776223766
2024-03-12,MDAI,22.67441860465116
2024-03-12,BODI,20.132013201320134
2024-03-12,ZCMD,19.473684210526322
2024-03-12,MINDP,17.807831864662358
2024-03-12,DHCA,15.22029372496663
2024-03-12,ANAB,15.203426124196989
2024-03-12,BTBD,14.362068965517242
2024-03-12,NEOV,13.636363636363635
2024-03-12,GUTS,13.619167717528374
2024-03-12,AIU,13.580246913580243
2024-03-13,GXAI,99.06015037593984
2024-03-13,LSF,40.86021505376344
2024-03-13,HYMCL,37.64044943820225
2024-03-13,KTRA,32.05741626794257
2024-03-13,MINM,31.736526946107784
2024-03-13,SKIN,27.29805013927578
2024-03-13,RGC,24.49324324324324
2024-03-13,LICY,22.54217072755154
2024-03-13,HRTX,18.644067796610166
2024-03-13,CYBN,18.181818181818198
2024-03-13,TH,17.33021077283373
2024-03-13,PRTG,16.250000000000004
2024-03-13,BTMD,15.660377358490567
2024-03-13,ANNX,14.814814814814808
2024-03-13,TFFP,14.111395646606928
2024-03-13,AGRX,13.862404828863431
2024-03-13,CUE,13.55932203389829
2024-03-13,HCM,13.288426209430506
2024-03-13,APAC,12.600536193029496
2024-03-13,SIGA,12.593984962406013
2024-03-14,PRST,60.07114273010227
2024-03-14,APM,29.33025404157043
