Date,Open,High,Low,Close,Volume
2025-07-01 04:00:00+00:00,14.85,15.45,14.415,14.727,107625.133333
2025-07-02 04:00:00+00:00,14.6805,17.1,14.6175,16.05,206867.066667
2025-07-03 04:00:00+00:00,16.2,16.725,15.9,16.5,74647.0
2025-07-07 04:00:00+00:00,16.65,17.625,15.6,16.2,167492.466667
2025-07-08 04:00:00+00:00,16.2,16.95,15.675,16.35,76423.8
2025-07-09 04:00:00+00:00,16.5,16.5,15.45,15.75,91854.8
2025-07-10 04:00:00+00:00,15.75,15.75,14.256,14.5755,110777.4
2025-07-11 04:00:00+00:00,14.4,14.8755,13.4235,13.695,108676.6
2025-07-14 04:00:00+00:00,13.65,15.0,13.65,14.2095,103711.6
2025-07-15 04:00:00+00:00,14.2035,14.385,13.668,13.98,50682.666667
2025-07-16 04:00:00+00:00,13.752,14.3775,13.752,14.3295,38174.933333
2025-07-17 04:00:00+00:00,14.184,15.825,14.184,15.15,108205.933333
2025-07-18 04:00:00+00:00,15.15,15.45,14.7015,14.8665,46655.066667
2025-07-21 04:00:00+00:00,14.949,15.15,14.1075,14.346,85542.333333
2025-07-22 04:00:00+00:00,14.4,15.3,13.9605,15.0,52363.666667
2025-07-23 04:00:00+00:00,15.15,15.7485,14.6505,15.0,64532.666667
2025-07-24 04:00:00+00:00,14.85,16.05,14.85,15.15,116452.533333
2025-07-25 04:00:00+00:00,15.3,15.45,14.25,15.3,63091.6
2025-07-28 04:00:00+00:00,15.0,15.9,14.8515,15.6,90156.333333
2025-07-29 04:00:00+00:00,15.3,15.75,14.28,14.6895,68626.133333
2025-07-30 04:00:00+00:00,14.55,14.616,13.2,13.617,94613.533333
2025-07-31 04:00:00+00:00,13.617,14.376,13.35,14.0355,60983.2
2025-08-01 04:00:00+00:00,13.635,13.7445,12.345,12.6,103164.533333
2025-08-04 04:00:00+00:00,13.35,13.449,13.089,13.2615,46883.333333
2025-08-05 04:00:00+00:00,13.047,13.386,12.8505,13.3155,41225.4
2025-08-06 04:00:00+00:00,21.0,21.6,16.2015,17.7,7359391.333333
2025-08-07 04:00:00+00:00,16.95,19.05,16.3515,17.25,580445.8
2025-08-08 04:00:00+00:00,17.25,20.55,17.1,18.15,484878.8
2025-08-11 04:00:00+00:00,18.3,19.05,17.4,17.85,373140.466667
2025-08-12 04:00:00+00:00,16.2,16.215,14.2815,14.469,533416.2
2025-08-13 04:00:00+00:00,14.7,15.75,14.5335,15.15,256495.8
2025-08-14 04:00:00+00:00,14.805,14.9775,14.097,14.208,126616.933333
2025-08-15 04:00:00+00:00,13.9755,15.6,13.95,14.802,147349.133333
2025-08-18 04:00:00+00:00,14.85,15.15,14.6925,15.15,107931.2
2025-08-19 04:00:00+00:00,15.0,16.5,15.0,15.6,133771.266667
