Date,Open,High,Low,Close,Volume
2023-12-01 05:00:00+00:00,1.909999966621399,1.9800000190734863,1.850000023841858,1.9700000286102293,234500.0
2023-12-04 05:00:00+00:00,1.9800000190734863,2.049999952316284,1.950000047683716,1.9900000095367432,621600.0
2023-12-05 05:00:00+00:00,1.9800000190734863,2.015000104904175,1.909999966621399,1.909999966621399,209100.0
2023-12-06 05:00:00+00:00,1.9800000190734863,2.0450000762939453,1.8650000095367432,1.9900000095367432,414700.0
2023-12-07 05:00:00+00:00,2.009999990463257,2.0999999046325684,1.9600000381469729,2.0,348700.0
2023-12-08 05:00:00+00:00,2.0299999713897705,2.0799999237060547,1.9299999475479128,1.9900000095367432,294800.0
2023-12-11 05:00:00+00:00,1.950000047683716,2.069999933242798,1.940000057220459,2.0299999713897705,581300.0
2023-12-12 05:00:00+00:00,2.0299999713897705,2.039999961853028,1.9600000381469729,2.0199999809265137,189900.0
2023-12-13 05:00:00+00:00,2.0299999713897705,2.109999895095825,1.9730000495910645,2.0999999046325684,417100.0
2023-12-14 05:00:00+00:00,2.0999999046325684,2.200000047683716,2.049999952316284,2.0999999046325684,450900.0
2023-12-15 05:00:00+00:00,2.130000114440918,2.1530001163482666,1.995000004768372,2.0799999237060547,708700.0
2023-12-18 05:00:00+00:00,2.109999895095825,2.1600000858306885,2.049999952316284,2.0899999141693115,197600.0
2023-12-19 05:00:00+00:00,2.119999885559082,2.5999999046325684,2.119999885559082,2.539999961853028,726100.0
2023-12-20 05:00:00+00:00,2.559999942779541,2.7799999713897705,2.4779999256134038,2.5199999809265137,578600.0
2023-12-21 05:00:00+00:00,2.5999999046325684,2.7100000381469727,2.5199999809265137,2.6600000858306885,293500.0
2023-12-22 05:00:00+00:00,2.690000057220459,3.065000057220459,2.690000057220459,3.0199999809265137,713400.0
2023-12-26 05:00:00+00:00,3.069999933242798,3.240000009536743,3.002000093460083,3.190000057220459,440000.0
2023-12-27 05:00:00+00:00,3.200000047683716,3.4049999713897705,3.119999885559082,3.380000114440918,330300.0
2023-12-28 05:00:00+00:00,3.369999885559082,3.434999942779541,3.2300000190734863,3.390000104904175,324000.0
2023-12-29 05:00:00+00:00,3.369999885559082,3.369999885559082,3.109999895095825,3.240000009536743,474500.0
2024-01-02 05:00:00+00:00,3.240000009536743,3.3489999771118164,3.140000104904175,3.220000028610229,312000.0
2024-01-03 05:00:00+00:00,3.25,3.25,3.039999961853028,3.049999952316284,331400.0
2024-01-04 05:00:00+00:00,3.069999933242798,3.259999990463257,2.9600000381469727,3.109999895095825,283000.0
2024-01-05 05:00:00+00:00,3.0899999141693115,3.109999895095825,2.799999952316284,2.970000028610229,310000.0
2024-01-08 05:00:00+00:00,2.9800000190734863,3.2300000190734863,2.8299999237060547,3.150000095367432,363300.0
2024-01-09 05:00:00+00:00,3.109999895095825,3.200000047683716,3.009999990463257,3.119999885559082,367800.0
2024-01-10 05:00:00+00:00,3.119999885559082,3.2100000381469727,3.0910000801086426,3.1600000858306885,175400.0
2024-01-11 05:00:00+00:00,3.1600000858306885,3.1600000858306885,2.950000047683716,3.0299999713897705,236700.0
2024-01-12 05:00:00+00:00,3.069999933242798,3.2699999809265137,3.0299999713897705,3.059999942779541,287500.0
2024-01-16 05:00:00+00:00,3.0299999713897705,3.0299999713897705,2.819999933242798,2.930000066757202,302400.0
2024-01-17 05:00:00+00:00,2.869999885559082,2.900000095367432,2.740000009536743,2.880000114440918,233700.0
2024-01-18 05:00:00+00:00,2.930000066757202,3.220000028610229,2.930000066757202,3.190000057220459,388300.0
2024-01-19 05:00:00+00:00,3.200000047683716,3.859999895095825,3.1600000858306885,3.829999923706055,928700.0
2024-01-22 05:00:00+00:00,3.950000047683716,5.478000164031982,3.950000047683716,4.739999771118164,3809300.0
2024-01-23 05:00:00+00:00,4.769999980926514,5.070000171661377,4.550000190734863,4.559999942779541,1071700.0
2024-01-24 05:00:00+00:00,4.650000095367432,4.659999847412109,3.9600000381469727,4.380000114440918,916000.0
2024-01-25 05:00:00+00:00,4.480000019073486,4.570000171661377,4.139999866485596,4.164999961853027,326300.0
2024-01-26 05:00:00+00:00,4.159999847412109,4.360000133514404,4.019999980926514,4.190000057220459,248500.0
2024-01-29 05:00:00+00:00,4.21999979019165,4.840000152587891,4.150000095367432,4.809999942779541,413500.0
2024-01-30 05:00:00+00:00,4.849999904632568,4.916999816894531,4.320000171661377,4.340000152587891,314200.0
2024-01-31 05:00:00+00:00,4.289999961853027,4.539999961853027,4.190000057220459,4.204999923706055,427900.0
2024-02-01 05:00:00+00:00,4.28000020980835,4.760000228881836,4.210000038146973,4.75,426300.0
2024-02-02 05:00:00+00:00,4.679999828338623,4.679999828338623,4.310999870300293,4.550000190734863,437400.0
2024-02-05 05:00:00+00:00,4.429999828338623,4.510000228881836,4.239999771118164,4.25,251700.0
2024-02-06 05:00:00+00:00,4.239999771118164,4.599999904632568,4.110000133514404,4.570000171661377,203900.0
2024-02-07 05:00:00+00:00,4.610000133514404,4.659999847412109,4.300000190734863,4.420000076293945,344600.0
2024-02-08 05:00:00+00:00,5.010000228881836,5.739999771118164,4.630000114440918,5.130000114440918,1938000.0
2024-02-09 05:00:00+00:00,5.289999961853027,5.758999824523926,5.230000019073486,5.679999828338623,534600.0
2024-02-12 05:00:00+00:00,5.820000171661377,6.190000057220459,5.400000095367432,5.659999847412109,844700.0
2024-02-13 05:00:00+00:00,5.309999942779541,5.460000038146973,5.130000114440918,5.25,800800.0
2024-02-14 05:00:00+00:00,5.349999904632568,5.650000095367432,5.349999904632568,5.5,303100.0
2024-02-15 05:00:00+00:00,6.050000190734863,6.0980000495910645,5.559999942779541,5.78000020980835,632700.0
2024-02-16 05:00:00+00:00,5.75,6.349999904632568,5.570000171661377,6.320000171661377,729700.0
2024-02-20 05:00:00+00:00,6.190000057220459,6.289999961853027,5.110000133514404,5.239999771118164,1264200.0
2024-02-21 05:00:00+00:00,5.179999828338623,5.53000020980835,5.179999828338623,5.300000190734863,730300.0
