Datetime,Open,High,Low,Close,Volume
2025-01-06 09:00:00+00:00,35.4,35.4,35.28,35.28,135.75
2025-01-06 09:02:00+00:00,35.16,35.4,35.16,35.4,116.666667
2025-01-06 09:04:00+00:00,35.28,36.0,35.28,35.88,295.083333
2025-01-06 09:06:00+00:00,35.88,35.88,35.88,35.88,38.666667
2025-01-06 09:08:00+00:00,35.88,36.36,35.88,36.36,154.75
2025-01-06 09:10:00+00:00,37.56,37.56,37.56,37.56,21.083333
2025-01-06 09:12:00+00:00,37.68,38.76,37.68,38.64,437.5
2025-01-06 09:14:00+00:00,39.0,39.0,38.4,38.52,326.416667
2025-01-06 09:16:00+00:00,38.64,38.76,38.64,38.76,196.666667
2025-01-06 09:18:00+00:00,38.4,38.4,38.4,38.4,173.333333
2025-01-06 09:20:00+00:00,38.4,39.0,38.4,39.0,654.416667
2025-01-06 09:22:00+00:00,39.6,41.52,39.6,40.8,323.333333
2025-01-06 09:24:00+00:00,40.92,43.68,40.92,41.76,482.5
2025-01-06 09:26:00+00:00,40.8,42.6,40.08,41.88,308.33333300000004
2025-01-06 09:28:00+00:00,40.8,40.8,40.56,40.68,54.75
2025-01-06 09:30:00+00:00,40.92,41.28,40.92,40.92,106.666667
2025-01-06 09:32:00+00:00,40.92,40.92,40.32,40.44,249.833334
2025-01-06 09:34:00+00:00,40.44,40.44,40.44,40.44,8.416667
2025-01-06 09:36:00+00:00,40.32,40.32,40.32,40.32,192.666666
2025-01-06 09:38:00+00:00,40.32,40.32,40.32,40.32,12.5
2025-01-06 09:40:00+00:00,40.44,40.44,40.44,40.44,45.25
2025-01-06 09:44:00+00:00,40.44,40.56,40.44,40.56,49.916667
2025-01-06 09:46:00+00:00,40.8,40.8,40.8,40.8,29.083333
2025-01-06 09:48:00+00:00,40.92,41.4,40.32,41.16,720.916667
2025-01-06 09:50:00+00:00,41.16,41.4,41.16,41.4,220.0
2025-01-06 09:52:00+00:00,42.0,42.6,41.16,41.16,519.416667
2025-01-06 09:56:00+00:00,41.16,42.6,41.16,42.6,258.75
2025-01-06 09:58:00+00:00,41.4,41.4,41.16,41.16,250.083333
2025-01-06 10:00:00+00:00,41.16,41.16,41.16,41.16,16.666667
2025-01-06 10:02:00+00:00,41.28,41.4,41.28,41.4,194.5
2025-01-06 10:04:00+00:00,42.48,42.84,42.48,42.48,386.666666
2025-01-06 10:06:00+00:00,41.28,42.48,40.32,40.68,359.666667
2025-01-06 10:08:00+00:00,40.8,40.8,40.32,40.32,52.916667
2025-01-06 10:10:00+00:00,40.26,40.44,40.26,40.44,138.833333
2025-01-06 10:22:00+00:00,41.4,41.4,41.4,41.4,16.416667
2025-01-06 10:24:00+00:00,41.88,42.6,41.76,42.6,194.75
